pet_id,customer_id,pet_name,species,breed,gender,date_of_birth,weight_lbs,color,microchip_id,is_neutered,pre_existing_conditions,vaccination_status,adoption_date,is_active,created_at,updated_at
33da5001-8f20-406e-847d-2564641071f4,a5e20e12-432a-4600-b93a-798cccb7b5f6,Daisy,Dog,Havanese,Male,2018-12-30,12.9,Brindle,,False,,Unknown,2019-05-14,True,2025-12-22T21:19:28.738650,2025-12-22T21:19:28.738651
2a74db07-95e9-4ba0-9f51-f2621d0d0017,a8de59fe-7b22-4972-819d-73580d49e7c2,Coco,Cat,Russian Blue,Female,2019-06-21,8.0,Gray,MC917924161,False,,Unknown,2019-08-25,True,2025-12-22T21:19:28.738664,2025-12-22T21:19:28.738665
bdf5aa49-c241-4692-a18f-b7e2d3abda49,e3821e2d-b2f7-4056-b85e-4be38944a1d5,Finn,Dog,Poodle,Male,2022-08-28,64.0,Gray,MC612901868,False,Diabetes,Up to Date,2023-03-16,False,2025-12-22T21:19:28.738677,2025-12-22T21:19:28.738678
3548f053-4a31-4715-b141-a4f2879a94d4,c77e6397-2054-45a5-9a93-d95e92eddda3,Chloe,Dog,Bulldog,Female,2016-02-01,76.4,Brindle,MC279241611,False,Hip Dysplasia,Up to Date,2016-12-03,True,2025-12-22T21:19:28.738689,2025-12-22T21:19:28.738690
3b5b8c99-de17-4dda-b929-7f523c6d3476,f9582626-592b-40e7-94e3-bafad33107b5,Lily,Dog,Siberian Husky,Male,2019-08-10,48.7,Brindle,MC250008882,False,Heart Murmur,Unknown,2020-05-06,True,2025-12-22T21:19:28.738700,2025-12-22T21:19:28.738701
0333e8b5-4c60-4c0e-a882-ea3e354a617d,df56c13f-d4d0-42d9-96c2-19549cb4672d,Maggie,Cat,Abyssinian,Female,2021-01-11,17.6,Gray,,True,Hip Dysplasia,Unknown,2021-07-19,True,2025-12-22T21:19:28.738711,2025-12-22T21:19:28.738712
269a9945-0304-4447-a275-9a444c1e0044,56362354-04ee-404e-b77d-6acc4362eb88,Oliver,Bird,Parakeet,Female,2021-04-23,-0.6,Brindle,,False,Diabetes,Unknown,2021-09-07,True,2025-12-22T21:19:28.738723,2025-12-22T21:19:28.738724
b354a810-5d65-4270-8f6d-399c46be65b9,38c89a21-72e0-4a7f-94ab-3dfa22bc5519,Ruby,Dog,Havanese,Male,2019-03-16,71.0,White,MC429062450,False,Hip Dysplasia,Overdue,2019-07-27,True,2025-12-22T21:19:28.738749,2025-12-22T21:19:28.738750
6c60b901-55d3-48ee-b206-6ce9548c3582,dcab889d-bf50-48f6-a5fc-5c5fbcd69db2,Bailey,Cat,Oriental Shorthair,Female,2016-02-04,7.7,Golden,MC861172814,False,Arthritis,Unknown,2016-10-22,False,2025-12-22T21:19:28.738772,2025-12-22T21:19:28.738773
ceddf441-e15c-4996-8930-ed911c7ce2e5,2f4761d8-f1be-455e-a95f-c39a5d6edd1e,Nala,Cat,Siamese,Male,2017-06-30,17.5,Brindle,,True,Allergies,Unknown,2017-12-10,True,2025-12-22T21:19:28.738785,2025-12-22T21:19:28.738786
e188a784-4d1c-4460-b1d0-9f22878cf4ba,e0cf383c-30c2-4086-b981-e19a4e5c7c4e,Finn,Dog,Beagle,Female,2016-06-29,99.8,Mixed,MC181562877,False,Hip Dysplasia,Overdue,2017-01-10,True,2025-12-22T21:19:28.738802,2025-12-22T21:19:28.738803
28979c9a-38ea-4390-97bd-ca947f23d720,874e74b1-54a6-485e-9c50-50da71883091,Max,Dog,Bernese Mountain Dog,Female,2018-10-25,50.3,Gray,,True,Arthritis,Up to Date,2019-08-20,True,2025-12-22T21:19:28.738813,2025-12-22T21:19:28.738814
4a8fde3e-4e51-4d7b-9438-71e7443b4d6e,24aca8be-59c7-416d-bbba-683be9c52668,Bear,Dog,Golden Retriever,Female,2021-05-23,60.9,Spotted,MC761200450,True,,Up to Date,2021-10-06,True,2025-12-22T21:19:28.738825,2025-12-22T21:19:28.738826
9091236e-4f3f-40e9-8d02-3a597675c3a8,4433b9bf-f0b6-4740-857b-0e205d2b06aa,Bentley,Dog,Boston Terrier,Male,2015-03-05,62.6,Brindle,,False,,Overdue,2015-08-11,True,2025-12-22T21:19:28.738836,2025-12-22T21:19:28.738836
653544de-6062-4639-811a-f3fd95607be5,063628a0-20b5-49f9-b495-36acc1fc1ae6,Pepper,Dog,Doberman Pinscher,Male,2018-03-29,92.2,Gray,MC630068369,False,Heart Murmur,Overdue,2018-10-27,True,2025-12-22T21:19:28.738847,2025-12-22T21:19:28.738848
a8a34402-d88a-4c6c-8173-e37a948b752a,2bab6acf-c1f4-4ed9-9ce8-227f733f7a2c,Finn,Cat,Oriental Shorthair,Female,2022-06-29,15.5,Golden,,True,Heart Murmur,Up to Date,2022-10-28,True,2025-12-22T21:19:28.738876,2025-12-22T21:19:28.738877
1900a926-f6ae-4aea-aa8f-6d84a260da41,4864e416-827b-4a8b-b89b-2b726959dbab,Lucy,Dog,Great Dane,Female,2022-06-13,10.4,Spotted,MC351717478,True,Diabetes,Up to Date,2022-08-21,True,2025-12-22T21:19:28.738894,2025-12-22T21:19:28.738895
6c82d330-7619-4e32-bba8-0dc036a616b2,7948062e-7178-4c62-8a79-08cf1a4c662b,Oscar,Bird,Lovebird,Male,2016-10-09,0.4,Golden,MC582978580,False,Arthritis,Overdue,2017-10-04,True,2025-12-22T21:19:28.738907,2025-12-22T21:19:28.738908
8e93233f-d500-4345-9980-4481568b2d6d,573e33f1-772f-4bf2-b27b-c112a184f75a,Bailey,Exotic,Chinchilla,Male,2020-03-26,7.6,Golden,,False,Heart Murmur,Unknown,2020-12-27,True,2025-12-22T21:19:28.738921,2025-12-22T21:19:28.738921
4f3c067a-5fec-4948-83c1-cb5f68ce7527,5243801c-b9f3-4df1-9896-218c17233ffb,Charlie,Cat,Siamese,Male,2020-01-21,7.5,Brindle,MC182297643,False,Arthritis,Up to Date,2020-08-11,True,2025-12-22T21:19:28.738932,2025-12-22T21:19:28.738933
f40dff81-da73-4690-a663-c95d4408945b,ddb60640-3d6b-4f87-b860-c15c8c857493,Finn,Dog,Pomeranian,Male,2017-05-21,43.5,Orange,MC295664281,False,Diabetes,Overdue,2017-09-12,True,2025-12-22T21:19:28.738944,2025-12-22T21:19:28.738944
b20d634c-c76b-4cc1-9e8c-47262c4cb16b,de00e111-9b63-4b21-be8f-434f232b8189,Murphy,Dog,Beagle,Female,2023-03-26,79.8,Orange,MC929710006,True,Arthritis,Overdue,2023-06-13,True,2025-12-22T21:19:28.738954,2025-12-22T21:19:28.738955
32f61954-e256-4855-bf5a-d2edf0344127,5c9428d6-bbcb-450e-951b-a359bf43777e,Oliver,Cat,Maine Coon,Female,2017-01-02,11.6,Mixed,MC663536893,False,Arthritis,Overdue,2017-06-15,True,2025-12-22T21:19:28.738965,2025-12-22T21:19:28.738966
22be0737-03fd-45ee-84ef-d82e0bd03253,fdeda74c-7582-4535-a8fb-4961d096c4db,Oscar,Dog,Bernese Mountain Dog,Male,2023-08-13,72.4,Brindle,MC842813486,True,,Up to Date,2023-11-10,True,2025-12-22T21:19:28.738976,2025-12-22T21:19:28.738977
7b13964c-4f10-42ae-b54f-944adb1ecfa2,828dd200-02ab-4957-b0b9-14ba3731dadc,Duke,Dog,Doberman Pinscher,Female,2024-02-06,57.3,Mixed,,True,,Up to Date,2024-10-02,True,2025-12-22T21:19:28.738986,2025-12-22T21:19:28.738987
46ce9a12-91f9-4f6e-b915-bd026cb096ba,3f114fc2-33d3-4997-9dde-e1fc61534634,Rocky,Dog,Golden Retriever,Female,2017-12-23,63.1,Black,MC760181961,True,Arthritis,Overdue,2018-11-25,True,2025-12-22T21:19:28.738997,2025-12-22T21:19:28.738998
7464b4f5-8dff-47bf-87dd-64ba57f15956,852f6c56-9473-4fdf-8cde-c1ddb954cac4,Charlie,Cat,British Shorthair,Female,2017-09-12,16.1,Black,MC898653631,True,Hip Dysplasia,Overdue,2017-12-10,True,2025-12-22T21:19:28.739008,2025-12-22T21:19:28.739008
de98595a-8456-4d57-b2f0-1ec722433551,7e17bc89-4dda-49f8-9e9c-f5a5c8afd78a,Rosie,Dog,Doberman Pinscher,Male,2023-05-06,64.0,Orange,,True,Hip Dysplasia,Overdue,2023-08-02,True,2025-12-22T21:19:28.739020,2025-12-22T21:19:28.739021
c5dba7d9-6691-41f3-be3c-5b50c85efda4,b9d7084b-b73e-429e-8029-0adbc67a254d,Lily,Bird,African Grey,Female,2024-03-09,0.4,Mixed,MC420349103,True,Allergies,Unknown,2024-08-18,True,2025-12-22T21:19:28.739032,2025-12-22T21:19:28.739033
b534dc26-d5a9-4238-8c86-1d5448d306c6,6103d68f-2db3-4424-b883-caf17e9328ee,Gracie,Cat,Persian,Male,2018-10-14,19.2,Black,,False,Heart Murmur,Overdue,2019-02-13,True,2025-12-22T21:19:28.739042,2025-12-22T21:19:28.739043
99011568-b6b2-4d06-a8d1-188b60561be9,d0924fdd-9dab-44ef-9fbb-5ab70b50660d,Leo,Dog,Shih Tzu,Male,2015-05-25,53.0,Brown,MC311054225,False,Hip Dysplasia,Overdue,2016-03-31,False,2025-12-22T21:19:28.739054,2025-12-22T21:19:28.739054
3d594a53-2d47-4e34-b10a-8ff1d19fe0ff,5d52caa9-6347-429d-80cd-fab211d63824,Tucker,Dog,Golden Retriever,Female,2017-07-07,59.5,Mixed,MC537588923,True,Diabetes,Unknown,2018-05-19,True,2025-12-22T21:19:28.739089,2025-12-22T21:19:28.739091
a7dfcc9a-e49b-48be-8fc0-060370dc13aa,19620413-f94f-402f-9736-a5e5c8204579,Nala,Dog,Doberman Pinscher,Female,2018-02-10,52.2,Brindle,,False,Arthritis,Unknown,2018-04-18,True,2025-12-22T21:19:28.739104,2025-12-22T21:19:28.739104
77e10c40-01e9-4be5-9514-2904e11631cd,28d0fd71-66bc-494e-b4ab-b44dbc126f98,Penny,Dog,Cavalier King Charles,Female,2022-11-03,60.3,Mixed,,True,Diabetes,Up to Date,2023-10-01,True,2025-12-22T21:19:28.739115,2025-12-22T21:19:28.739116
fbef794d-2c08-4ea4-9f7c-d75f5befe4dc,91d39369-44b8-4096-b0ee-8d6f82bca73a,Penny,Dog,Havanese,Female,2022-11-23,57.8,Orange,MC685667622,True,Heart Murmur,Overdue,2023-08-29,True,2025-12-22T21:19:28.739127,2025-12-22T21:19:28.739127
afbc14bc-c607-46c2-98c5-bd4b3c075c73,05412ce6-94e7-40f9-8601-0f771fd128cf,Finn,Dog,Rottweiler,Female,2016-06-01,53.0,White,MC353628167,False,,Overdue,2017-01-27,True,2025-12-22T21:19:28.739137,2025-12-22T21:19:28.739138
7559809b-93af-4054-8e05-38c70c6471d0,ebaccca9-d060-4ef5-a34a-29c4498816aa,Willow,Bird,Parakeet,Female,2021-12-11,-1.2,Brown,MC985485644,False,Heart Murmur,Overdue,2022-09-28,True,2025-12-22T21:19:28.739150,2025-12-22T21:19:28.739150
84cedbef-e694-435e-8d67-7ea5f62d7116,2bd9ba03-8d4f-48fd-90d8-d2a2a2540468,Zoey,Dog,Shih Tzu,Female,2015-11-19,56.6,Golden,MC864174305,True,Heart Murmur,Overdue,2016-04-06,True,2025-12-22T21:19:28.739161,2025-12-22T21:19:28.739162
5c82a91c-188c-499a-ba2f-40afe1db203e,0d6a525f-4f67-4acc-890e-e4394a4cd57f,Stella,Dog,German Shepherd,Female,2015-06-27,48.5,Gray,MC410620315,True,Arthritis,Unknown,2016-06-04,True,2025-12-22T21:19:28.739175,2025-12-22T21:19:28.739176
9ecf896a-a99b-4272-9102-f77b5a1725e1,98e42645-b0f6-4cae-8fe4-ccfdfc2cbc61,Lily,Exotic,Chinchilla,Female,2015-06-23,4.5,Orange,MC862927843,False,Heart Murmur,Overdue,2015-09-27,True,2025-12-22T21:19:28.739187,2025-12-22T21:19:28.739187
1093597e-4c7c-4664-b459-e3d0da97a9e0,8a7dc335-3db5-49a1-af66-1ec93cb02df1,Gracie,Dog,Doberman Pinscher,Male,2015-01-31,15.2,Gray,MC906538074,False,Allergies,Overdue,2015-11-14,True,2025-12-22T21:19:28.739197,2025-12-22T21:19:28.739198
3f502783-b736-4fe7-b15e-850f94f1f4ff,d9137873-d6f3-4be5-926e-250f0698964d,Luna,Exotic,Chinchilla,Female,2023-07-31,9.3,Brown,MC637646963,False,Diabetes,Overdue,2024-06-25,True,2025-12-22T21:19:28.739208,2025-12-22T21:19:28.739209
65bed919-ec84-45e8-95cb-f493025fba05,111ac9d1-9338-405a-93a1-f4f9585e4d5d,Jack,Dog,Shih Tzu,Male,2016-09-03,49.6,White,MC201764789,True,,Unknown,2017-02-28,True,2025-12-22T21:19:28.739220,2025-12-22T21:19:28.739220
37ec4b82-fcd5-45c5-827c-6b783c68c2d5,ab7770c4-a714-482d-a8c7-07dbad687d94,Oliver,Dog,Shih Tzu,Male,2016-02-15,75.3,Orange,MC668501673,False,Arthritis,Overdue,2016-09-23,True,2025-12-22T21:19:28.739231,2025-12-22T21:19:28.739231
a98a482e-cd32-4d36-a160-0fca28c7bc63,30fdbbe4-aa8a-452a-aecc-665a6b2391de,Penny,Dog,Bernese Mountain Dog,Female,2022-01-31,15.2,White,,False,Hip Dysplasia,Unknown,2022-10-01,True,2025-12-22T21:19:28.739242,2025-12-22T21:19:28.739243
9c246bcb-3913-4ba6-a6f3-3feb64c80753,a529d82a-420a-4c9e-9624-86dd6267a2a4,Shadow,Dog,Poodle,Male,2017-09-25,79.2,Orange,,True,Allergies,Overdue,2018-09-25,True,2025-12-22T21:19:28.739269,2025-12-22T21:19:28.739270
bff0db47-3142-4341-b9c1-980ff470c36a,6ae88d8e-241d-4cda-b5b4-61f1d261b347,Simba,Cat,Maine Coon,Male,2015-06-10,10.8,Gray,MC405236222,True,Allergies,Up to Date,2016-04-20,True,2025-12-22T21:19:28.739287,2025-12-22T21:19:28.739287
9d6e1392-440b-4a90-99df-ac194b369ea8,c309ef33-6cc5-47f5-8a3a-c2374d555362,Teddy,Exotic,Reptile,Male,2015-04-12,9.3,Spotted,MC537063065,False,Heart Murmur,Unknown,2016-01-26,True,2025-12-22T21:19:28.739298,2025-12-22T21:19:28.739299
c62003da-bb7c-4936-bfb7-b30d00ae8b0c,23a071b7-4fcb-480f-96e1-32fb4cb018ee,Oliver,Dog,Great Dane,Female,2024-05-30,48.9,Black,MC162820044,True,Heart Murmur,Overdue,2025-03-18,True,2025-12-22T21:19:28.739313,2025-12-22T21:19:28.739314
a3409628-8591-410e-9c6f-3088a0cfb228,aea9f15c-acd7-452d-b3d4-4ad481279300,Nala,Dog,Siberian Husky,Female,2023-06-16,80.9,Spotted,MC865445359,False,Arthritis,Overdue,2024-03-26,True,2025-12-22T21:19:28.739324,2025-12-22T21:19:28.739325
a509a8e5-142a-47e1-8ea5-7128fac6581d,88a57b95-f01e-431e-b1c8-b0fd7e622167,Teddy,Dog,Boston Terrier,Male,2018-10-06,44.9,Brindle,MC859710077,True,Hip Dysplasia,Overdue,2019-01-15,True,2025-12-22T21:19:28.739335,2025-12-22T21:19:28.739336
419ae11c-a2a8-45d3-9114-bd599f34601e,c6afe058-dbe3-460e-952c-7a901624b9fd,Zoey,Cat,Domestic Shorthair,Female,2016-11-24,18.4,Spotted,MC872223142,False,Heart Murmur,Unknown,2017-11-20,True,2025-12-22T21:19:28.739346,2025-12-22T21:19:28.739347
c1f13608-e77e-4568-b85f-4ec6e92edca9,3fc09532-4eb9-4038-8289-59653031e808,Murphy,Bird,Conure,Male,2023-08-03,-2.9,Brown,MC561751868,False,Hip Dysplasia,Unknown,2023-12-04,True,2025-12-22T21:19:28.739358,2025-12-22T21:19:28.739359
bd419e92-7b1f-460a-aa84-2368bd026902,0d66db73-51da-418d-88ad-2d8da8f94269,Murphy,Dog,Bernese Mountain Dog,Female,2017-01-01,11.9,Brown,,False,Allergies,Unknown,2017-09-18,True,2025-12-22T21:19:28.739368,2025-12-22T21:19:28.739369
aaf6fda3-1c04-4706-850f-b1608efef107,9621f488-352a-4d90-a258-165c810a35dc,Coco,Dog,Pomeranian,Male,2020-05-18,37.8,Spotted,MC920552991,True,Diabetes,Overdue,2021-02-22,True,2025-12-22T21:19:28.739379,2025-12-22T21:19:28.739380
1858a396-1bef-4f7b-8bba-64d13ee02686,90a87862-bffd-40e3-b5ce-061dfe9947ef,Jack,Dog,Boxer,Female,2015-06-14,15.1,Black,MC930570650,True,Heart Murmur,Unknown,2016-03-31,True,2025-12-22T21:19:28.739391,2025-12-22T21:19:28.739391
2c22e4c9-8461-49be-bb8a-25a63350ba8b,184b9381-d6fd-48c2-8bb6-60539ff643da,Zoey,Dog,Great Dane,Male,2018-01-09,13.0,Golden,MC950127597,True,Diabetes,Up to Date,2018-08-29,True,2025-12-22T21:19:28.739420,2025-12-22T21:19:28.739421
c24580c3-033c-4abd-9bf9-5c0a0e7bb16b,39d32de3-8fb3-4320-b031-ffe0865ed482,Milo,Dog,Bulldog,Male,2017-09-07,25.7,Black,MC321449485,True,Arthritis,Unknown,2018-08-03,True,2025-12-22T21:19:28.739436,2025-12-22T21:19:28.739437
86610495-f681-4c0d-a06f-6d0b0bb2a08c,a368bb8b-a883-4e26-b78e-aa873bef5d75,Teddy,Exotic,Guinea Pig,Male,2017-05-28,7.2,Spotted,MC271153715,False,Hip Dysplasia,Overdue,2017-12-04,True,2025-12-22T21:19:28.739450,2025-12-22T21:19:28.739451
69bf7cfa-4909-4bc1-a1aa-f0c7c84d10f5,26411a3c-b2af-499f-857b-d558feb88c9c,Rosie,Exotic,Hamster,Female,2017-06-21,3.9,Black,,True,,Overdue,2017-11-16,True,2025-12-22T21:19:28.739461,2025-12-22T21:19:28.739462
416cb0d2-f8fa-419c-852f-995c6c7293c3,c0f1ef86-3626-4689-82e3-84cf9301bd94,Oliver,Cat,Russian Blue,Male,2021-04-19,14.9,Orange,MC370032032,False,Arthritis,Up to Date,2022-01-01,True,2025-12-22T21:19:28.739472,2025-12-22T21:19:28.739473
d5aab90d-1656-4f01-9131-f5416a4ccd12,e80e994c-9927-4f6e-9233-4216deae518e,Buddy,Cat,Scottish Fold,Male,2020-09-28,10.6,Brown,,True,Allergies,Up to Date,2021-04-15,True,2025-12-22T21:19:28.739484,2025-12-22T21:19:28.739485
18e392e4-b30b-40c3-b018-097feb990109,ac370436-ec8d-42ca-b2c4-ebe0edf35dd8,Gracie,Exotic,Reptile,Male,2022-09-26,3.1,Brown,MC236481789,True,Diabetes,Unknown,2023-05-19,True,2025-12-22T21:19:28.739499,2025-12-22T21:19:28.739500
00722dc1-ff15-474f-82af-a33447a7521c,e0678294-444b-4c41-af47-745c9ae23193,Bentley,Cat,Bengal,Female,2015-02-19,8.4,Orange,,False,,Overdue,2015-08-08,True,2025-12-22T21:19:28.739513,2025-12-22T21:19:28.739513
99e96ea3-ecfe-4632-92b3-48df3290f404,490c3e20-21c1-47fb-9098-029c3feaa935,Jack,Dog,Golden Retriever,Male,2019-06-14,77.0,Black,,True,,Up to Date,2020-03-15,True,2025-12-22T21:19:28.739540,2025-12-22T21:19:28.739541
6ad21fe4-a208-4e7f-9884-47cc4dfd1238,4664fde2-464b-4e37-901e-f8fc41028782,Sophie,Dog,French Bulldog,Female,2018-07-31,22.3,Brown,,True,Allergies,Unknown,2019-06-01,True,2025-12-22T21:19:28.739557,2025-12-22T21:19:28.739558
d4e336ce-c2dd-4f0e-97a3-06580a6da539,e61ad943-163e-4521-9e82-c4be0cbe409d,Duke,Cat,Oriental Shorthair,Male,2019-07-02,10.3,Orange,,True,Diabetes,Overdue,2020-06-26,True,2025-12-22T21:19:28.739569,2025-12-22T21:19:28.739570
9a732eb7-9264-483f-a6d1-8b192e1d1c07,435c790c-18b5-48f7-b347-66d0fb2fb9fe,Bailey,Cat,British Shorthair,Female,2022-03-11,9.2,Black,MC989892706,False,Allergies,Overdue,2022-08-03,True,2025-12-22T21:19:28.739581,2025-12-22T21:19:28.739581
7d983946-10cb-4349-ad87-5b554202eb13,7384d3e7-251c-448e-9307-43d0f507a157,Duke,Dog,Cavalier King Charles,Male,2021-04-15,19.7,Orange,MC457504330,False,Allergies,Overdue,2021-07-31,True,2025-12-22T21:19:28.739593,2025-12-22T21:19:28.739594
f34702f4-3e98-4327-8e7a-97ec03c566ee,ec0d2479-1c04-4a5e-84c3-d8c930f052f0,Luna,Dog,Shih Tzu,Female,2018-01-23,30.2,Brown,MC488323102,True,Diabetes,Overdue,2018-08-21,True,2025-12-22T21:19:28.739605,2025-12-22T21:19:28.739605
d1680c06-fd5f-466f-b68c-6e6a57233b31,e8d4310e-4835-4d6a-93ef-7bc0a806b3b8,Gracie,Cat,Domestic Longhair,Male,2019-09-13,2.2,Brindle,,True,Allergies,Overdue,2019-11-17,True,2025-12-22T21:19:28.739615,2025-12-22T21:19:28.739616
67f03766-5ce8-4d8f-baff-cd407f14ae5a,b12c336f-6631-4af1-804f-b7f47db2de58,Duke,Dog,Bernese Mountain Dog,Male,2019-01-25,85.7,Spotted,MC857903387,False,Heart Murmur,Unknown,2019-05-24,True,2025-12-22T21:19:28.739626,2025-12-22T21:19:28.739626
9ae10832-aace-4198-bcd2-11937aac71b4,1efe928b-f79a-4194-9790-69c8ba00c0c5,Willow,Dog,Dachshund,Female,2017-09-12,73.6,Golden,MC816623825,True,Hip Dysplasia,Unknown,2018-01-11,True,2025-12-22T21:19:28.739636,2025-12-22T21:19:28.739637
f272ed43-a12a-49f4-b040-09277e4e24b1,4e19eee2-956f-4d96-8b44-8133cbf25b9c,Gus,Cat,Norwegian Forest Cat,Male,2017-08-09,10.1,Golden,MC349881743,False,Arthritis,Up to Date,2018-05-23,False,2025-12-22T21:19:28.739666,2025-12-22T21:19:28.739668
83b37558-fde2-44e5-bd8f-961f54c63ac8,12c69e20-2a9b-4329-9a17-c16866f5441f,Simba,Cat,Ragdoll,Male,2015-06-25,9.7,Black,MC904629976,False,,Up to Date,2015-10-25,True,2025-12-22T21:19:28.739684,2025-12-22T21:19:28.739685
44e2a5b4-be0c-458b-8ce2-a8b594446fbf,2e6eb454-ea9a-43ed-a4f9-b4df2d046a5d,Chloe,Dog,Rottweiler,Male,2020-07-03,57.7,Brown,MC814976579,True,,Up to Date,2020-12-28,True,2025-12-22T21:19:28.739697,2025-12-22T21:19:28.739698
2650a4d4-a9b1-4737-88cf-6e37675c9eb4,7a184746-df3c-4623-b72e-4f267f9dcdaf,Oliver,Cat,Ragdoll,Male,2016-12-23,15.6,Orange,MC244821616,False,Hip Dysplasia,Up to Date,2017-09-19,True,2025-12-22T21:19:28.739708,2025-12-22T21:19:28.739709
d914a994-a322-48d8-b055-02361bb5ea58,60af93ad-30f8-4375-8a0e-df42dca2461c,Willow,Cat,Scottish Fold,Female,2023-02-22,13.2,Black,MC540293067,False,Heart Murmur,Up to Date,2023-07-13,True,2025-12-22T21:19:28.739719,2025-12-22T21:19:28.739720
3c23fdcd-b06c-43d3-8f2f-c0b26d6b904a,5241afa6-02e8-41e6-966e-f251e53332f5,Stella,Dog,Boston Terrier,Male,2019-07-16,14.4,Black,MC500015765,True,,Overdue,2020-06-17,True,2025-12-22T21:19:28.739735,2025-12-22T21:19:28.739735
bf5b5048-2968-4bab-95e0-2c28254948bb,60b75065-72db-4109-b6fb-44263607a307,Gus,Cat,Russian Blue,Female,2021-11-23,13.0,Gray,MC812211503,False,Diabetes,Up to Date,2022-10-03,True,2025-12-22T21:19:28.739747,2025-12-22T21:19:28.739748
7b957d0c-378e-43ab-bbbc-5bafdbb3496d,f9b4be8e-c14b-42ea-b672-04088a67932e,Louie,Dog,French Bulldog,Female,2016-06-12,37.1,Mixed,MC994975124,True,Arthritis,Unknown,2016-10-07,True,2025-12-22T21:19:28.739757,2025-12-22T21:19:28.739758
451f2a3f-ed25-43c8-aa21-a442359b2233,29bbef4b-618e-4323-bd0f-0060e1e5d554,Pepper,Bird,Lovebird,Female,2018-06-13,1.1,Brown,MC663242229,True,Hip Dysplasia,Up to Date,2018-08-25,True,2025-12-22T21:19:28.739795,2025-12-22T21:19:28.739796
da90ba29-39b1-4c12-a9ac-6c56603c8e09,a6862bde-31f8-4aef-a6b7-3c72bd1e08c8,Pepper,Dog,German Shepherd,Male,2019-03-24,100.8,Black,MC823139597,True,Heart Murmur,Up to Date,2019-10-22,True,2025-12-22T21:19:28.739810,2025-12-22T21:19:28.739811
86806f10-64cb-453c-8eac-7bfb155d9636,b5d99edd-e876-4226-91cc-e4348ad57164,Bailey,Cat,Birman,Male,2021-01-18,8.0,Black,MC643019267,True,Allergies,Up to Date,2021-11-29,True,2025-12-22T21:19:28.739822,2025-12-22T21:19:28.739823
887fafe3-37a4-4079-a732-3f50e27a81ef,71d03491-f244-4475-99c4-736516b5ce98,Daisy,Cat,Sphynx,Female,2015-09-03,0.9,Brindle,MC241043687,True,Diabetes,Up to Date,2015-11-05,True,2025-12-22T21:19:28.739835,2025-12-22T21:19:28.739835
d217db4e-afbe-44de-b5ca-4ecda3fd414f,7703b8a6-b580-4768-98b0-1b492ee5f862,Nala,Dog,Boxer,Male,2022-09-23,89.2,Spotted,MC372330472,True,Allergies,Up to Date,2023-08-14,True,2025-12-22T21:19:28.739846,2025-12-22T21:19:28.739847
a03da77f-a4c4-4588-bda5-b01a7b33cf76,607ea1af-edbb-483c-86ec-6424043dfc98,Zoey,Dog,Havanese,Male,2021-02-26,66.9,Brown,,False,Allergies,Unknown,2021-10-01,True,2025-12-22T21:19:28.739856,2025-12-22T21:19:28.739857
f32c8a96-a744-4916-ae9d-312cb723999e,5ee38d6d-5bd8-404b-a304-d6d617fbb9ad,Cooper,Dog,Boxer,Female,2016-10-31,100.6,Brindle,MC829302297,True,Allergies,Up to Date,2017-01-28,True,2025-12-22T21:19:28.739868,2025-12-22T21:19:28.739869
c8df2d2f-9a10-48a8-bbaa-8cb8259d3a97,dd275366-eb68-4956-ad52-e2034e645efe,Charlie,Dog,Bulldog,Male,2019-07-12,63.3,Brown,MC865705319,False,Heart Murmur,Up to Date,2019-10-24,True,2025-12-22T21:19:28.739880,2025-12-22T21:19:28.739881
a35c4624-8bfd-46e3-8fce-d5c80a426265,4ea618c7-1705-4a8f-8815-5a76821b028c,Gracie,Cat,Domestic Shorthair,Male,2024-01-18,13.3,Golden,,False,Diabetes,Unknown,2024-06-25,True,2025-12-22T21:19:28.739910,2025-12-22T21:19:28.739911
996cbd20-d154-47d3-b558-e0ae2cc8efc6,9cc02fda-adab-4535-b755-bfdf3ec2f60d,Charlie,Cat,Oriental Shorthair,Female,2015-01-23,3.5,Gray,,True,Heart Murmur,Unknown,2015-08-07,True,2025-12-22T21:19:28.739926,2025-12-22T21:19:28.739926
8dbc00a0-a69d-44fd-bf7e-ac7e0ee9783d,dc1e3efd-6df0-4943-b12f-7c45103369a3,Ruby,Dog,Dachshund,Male,2015-06-21,36.1,Golden,MC705483384,False,,Unknown,2015-10-12,True,2025-12-22T21:19:28.739937,2025-12-22T21:19:28.739938
a6705d5a-a3b6-4151-8653-7f4657236540,5c0913e6-4599-4654-bff5-d9dd52ddd079,Zoey,Dog,Havanese,Female,2017-03-05,96.6,Orange,,True,Allergies,Unknown,2017-11-29,True,2025-12-22T21:19:28.739948,2025-12-22T21:19:28.739949
000386d2-7876-4c66-bed2-389ffe6b6051,f0d6dc5b-8fc8-404f-88f3-eeef723be030,Zeus,Dog,Boston Terrier,Male,2021-09-06,96.7,Brown,MC685455078,False,Diabetes,Up to Date,2022-01-11,True,2025-12-22T21:19:28.739960,2025-12-22T21:19:28.739961
65e158e0-27d4-4c30-b5dd-368af9baeb5d,26411a3c-b2af-499f-857b-d558feb88c9c,Bear,Dog,Shih Tzu,Male,2019-10-22,38.6,Brindle,MC477812391,True,Allergies,Overdue,2020-09-10,True,2025-12-22T21:19:28.739972,2025-12-22T21:19:28.739972
